age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
44,0.7364,152150,0.0349,12,0.033,0.1358,0.2579,0.8616,0.6798,0,0,40,0.9153,0
37,0.7364,201531,0.3251,9,0.468,0.0339,0.4152,0.8616,0.6798,0,0,40,0.9153,0
50,0.7364,146015,0.3251,9,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
45,0.7364,81132,0.2159,10,0.468,0.0322,0.4152,0.0272,0.6798,0,0,55,0.9153,1
37,0.7364,140713,0.2159,10,0.468,0.12,0.4152,0.092,0.6798,0,0,40,0.0021,1
51,0.7364,394690,0.3251,9,0.1372,0.1358,0.2579,0.8616,0.3202,0,0,40,0.9153,0
33,0.7364,174201,0.3251,9,0.3235,0.0441,0.149,0.8616,0.6798,0,0,40,0.9153,0
18,0.7364,115815,0.2159,10,0.3235,0.1046,0.149,0.8616,0.6798,0,0,20,0.0026,0
53,0.7364,114758,0.0116,16,0.468,0.1303,0.4152,0.8616,0.6798,0,0,20,0.9153,0
31,0.7364,500002,0.0063,2,0.468,0.0339,0.4152,0.8616,0.6798,0,0,45,0.0219,0
44,0.7364,104196,0.0533,14,0.468,0.1303,0.4152,0.8616,0.6798,0,0,45,0.9153,1
56,0.7364,53481,0.3251,9,0.468,0.066,0.4152,0.8616,0.6798,0,0,40,0.9153,0
19,0.7364,97261,0.3251,9,0.3235,0.0339,0.2579,0.8616,0.6798,0,0,40,0.9153,0
34,0.0319,189944,0.2159,10,0.3235,0.12,0.2579,0.092,0.3202,0,0,72,0.9153,0
29,0.7364,147889,0.0349,12,0.468,0.0322,0.0468,0.8616,0.3202,0,0,40,0.9153,0
42,0.0874,221172,0.3251,9,0.1372,0.1355,0.2579,0.8616,0.6798,0,0,40,0.9153,0
56,0.7364,238638,0.0208,4,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
33,0.7364,104509,0.2159,10,0.1372,0.12,0.1041,0.8616,0.3202,0,0,40,0.9153,0
22,0.7364,174461,0.2159,10,0.3235,0.12,0.149,0.8616,0.3202,0,0,15,0.9153,0
36,0.7364,123983,0.165,13,0.468,0.1303,0.4152,0.0272,0.6798,0,0,55,0.0015,1
34,0.7364,202046,0.3251,9,0.468,0.1355,0.4152,0.8616,0.6798,0,0,35,0.9153,1
34,0.7364,198091,0.3251,9,0.468,0.1355,0.4152,0.8616,0.6798,0,0,72,0.9153,0
20,0.7364,262749,0.2159,10,0.3235,0.1046,0.149,0.8616,0.6798,0,0,35,0.9153,0
28,0.0874,182826,0.3251,9,0.468,0.1303,0.4152,0.8616,0.6798,0,0,35,0.9153,0
45,0.7364,198223,0.165,13,0.468,0.1187,0.4152,0.8616,0.6798,0,1902,45,0.9153,1
36,0.7364,193815,0.2159,10,0.468,0.1355,0.4152,0.8616,0.6798,0,0,50,0.9153,1
50,0.0874,312477,0.3251,9,0.468,0.1358,0.4152,0.8616,0.6798,0,1887,40,0.9153,1
56,0.7364,298695,0.0208,4,0.468,0.066,0.4152,0.8616,0.6798,0,0,48,0.9153,0
90,0.7364,221832,0.165,13,0.468,0.1358,0.4152,0.8616,0.6798,0,0,45,0.9153,0
40,0.0319,130749,0.2159,10,0.1372,0.1358,0.2579,0.092,0.3202,0,0,40,0.9153,0
35,0.7364,98776,0.3251,9,0.3235,0.1358,0.2579,0.8616,0.6798,0,0,60,0.9153,0
58,0.7364,29928,0.2159,10,0.468,0.1187,0.0468,0.8616,0.3202,0,0,36,0.9153,0
21,0.7364,147655,0.3251,9,0.3235,0.12,0.149,0.8616,0.3202,0,0,40,0.9153,0
23,0.7364,274797,0.3251,9,0.3235,0.0441,0.149,0.8616,0.6798,0,0,25,0.9153,0
41,0.0408,253250,0.165,13,0.468,0.1358,0.4152,0.8616,0.6798,7298,0,40,0.9153,1
48,0.7364,207817,0.3251,9,0.3235,0.1046,0.2579,0.8616,0.3202,0,0,32,0.0021,0
43,0.0874,34007,0.165,13,0.468,0.0339,0.4152,0.8616,0.6798,0,0,70,0.9153,1
44,0.7364,150076,0.3251,9,0.3235,0.1046,0.2579,0.8616,0.6798,0,0,30,0.9153,0
29,0.0874,227890,0.165,13,0.3235,0.1303,0.2579,0.092,0.6798,0,0,40,0.9153,0
17,0.7364,120068,0.0352,7,0.3235,0.0441,0.149,0.8616,0.6798,0,0,17,0.9153,0
36,0.7364,296999,0.2159,10,0.1372,0.1355,0.2579,0.8616,0.3202,0,0,37,0.9153,0
20,0.7364,320047,0.0264,6,0.0112,0.0441,0.2579,0.8616,0.6798,0,0,40,0.9153,0
45,0.0874,204205,0.0264,6,0.468,0.1355,0.4152,0.8616,0.6798,0,0,65,0.9153,0
60,0.7364,85815,0.3251,9,0.468,0.1355,0.4152,0.0272,0.6798,0,0,40,0.9153,0
38,0.0874,67317,0.165,13,0.468,0.0339,0.4152,0.8616,0.6798,0,0,60,0.9153,0
22,0.0664,44064,0.0352,7,0.3235,0.0441,0.149,0.8616,0.6798,0,0,35,0.9153,0
63,0.7364,122442,0.0135,8,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
61,0.7364,175999,0.3251,9,0.468,0.066,0.4152,0.8616,0.6798,0,0,40,0.9153,0
39,0.7364,234901,0.0349,12,0.033,0.12,0.1041,0.8616,0.6798,0,0,40,0.9153,0
53,0.0874,279129,0.2159,10,0.468,0.0339,0.4152,0.8616,0.6798,0,0,30,0.9153,0
57,0.7364,127728,0.0208,4,0.468,0.0531,0.4152,0.8616,0.6798,0,0,44,0.9153,1
30,0.7364,156718,0.2159,10,0.033,0.12,0.2579,0.8616,0.3202,0,0,40,0.9153,0
37,0.7364,34378,0.0063,2,0.3235,0.1046,0.2579,0.8616,0.6798,0,0,40,0.9153,0
44,0.0874,230684,0.3251,9,0.468,0.0531,0.4152,0.8616,0.6798,0,0,55,0.9153,0
34,0.7364,265807,0.3251,9,0.468,0.0531,0.4152,0.8616,0.6798,0,2051,55,0.9153,0
38,0.7364,357870,0.0135,8,0.3235,0.066,0.2579,0.092,0.3202,0,0,50,0.9153,0
21,0.7364,211391,0.2159,10,0.3235,0.12,0.2579,0.8616,0.3202,0,0,27,0.9153,0
29,0.7364,128604,0.3251,9,0.468,0.1355,0.4152,0.0272,0.6798,0,0,40,0.9153,0
41,0.7364,59938,0.3251,9,0.1372,0.12,0.1041,0.8616,0.3202,0,0,43,0.9153,0
51,0.7364,306108,0.0116,16,0.3235,0.1303,0.2579,0.8616,0.6798,0,0,40,0.9153,1
40,0.7364,241895,0.2159,10,0.468,0.12,0.4152,0.8616,0.6798,0,0,40,0.9153,0
38,0.7364,203836,0.2159,10,0.468,0.1187,0.4152,0.8616,0.6798,0,0,50,0.9153,1
18,0.7364,169745,0.0208,4,0.3235,0.1046,0.149,0.8616,0.3202,0,0,40,0.9153,0
19,0.7364,269991,0.3251,9,0.3235,0.1046,0.149,0.8616,0.6798,0,0,40,0.0041,0
56,0.7364,33323,0.3251,9,0.468,0.066,0.4152,0.8616,0.6798,0,0,40,0.9153,0
37,0.7364,393673,0.0135,8,0.468,0.1046,0.0468,0.8616,0.3202,0,0,45,0.9153,0
51,0.7364,186303,0.165,13,0.468,0.1187,0.4152,0.8616,0.6798,0,0,40,0.9153,1
62,0.0874,162245,0.165,13,0.468,0.1303,0.4152,0.8616,0.6798,0,0,35,0.9153,0
42,0.0367,557349,0.165,13,0.468,0.1358,0.4152,0.8616,0.6798,0,0,70,0.9153,0
53,0.7364,164198,0.3251,9,0.468,0.0531,0.4152,0.092,0.6798,0,0,40,0.9153,1
18,0.7364,71792,0.3251,9,0.3235,0.1187,0.149,0.0272,0.3202,0,0,40,0.9153,0
33,0.7364,164864,0.165,13,0.1372,0.1303,0.1041,0.8616,0.3202,0,323,40,0.9153,0
58,0.0408,223400,0.165,13,0.468,0.1303,0.0468,0.8616,0.3202,0,0,20,0.9153,1
22,0.7364,446140,0.3251,9,0.3235,0.1187,0.149,0.8616,0.6798,0,0,55,0.9153,0
19,0.7364,107405,0.2159,10,0.3235,0.12,0.2579,0.8616,0.3202,0,0,40,0.9153,0
29,0.0664,170482,0.3251,9,0.468,0.0215,0.4152,0.092,0.6798,0,2057,40,0.9153,0
52,0.7364,104501,0.0135,8,0.468,0.1358,0.4152,0.8616,0.6798,0,0,60,0.9153,1
33,0.7364,97939,0.0349,12,0.1372,0.066,0.2579,0.8616,0.3202,0,0,42,0.9153,0
19,0.7364,358631,0.3251,9,0.3235,0.12,0.2579,0.8616,0.6798,0,0,25,0.9153,0
20,0.7364,184678,0.3251,9,0.3235,0.1187,0.2579,0.8616,0.3202,0,0,32,0.9153,0
47,0.7364,189680,0.165,13,0.3235,0.1187,0.149,0.8616,0.6798,0,0,40,0.9153,0
64,0.0319,316246,0.165,13,0.1372,0.12,0.2579,0.092,0.3202,0,0,40,0.9153,0
40,0.7364,79036,0.0459,11,0.1372,0.0531,0.2579,0.8616,0.6798,0,0,50,0.9153,1
37,0.7364,277022,0.3251,9,0.3235,0.0441,0.1041,0.8616,0.3202,3887,0,40,0.0012,0
31,0.7364,330715,0.3251,9,0.033,0.1046,0.2579,0.8616,0.6798,0,0,40,0.9153,0
51,0.7364,125796,0.0352,7,0.033,0.1046,0.2579,0.092,0.3202,0,0,40,0.0021,0
21,0.7364,188923,0.3251,9,0.3235,0.1046,0.149,0.8616,0.3202,0,0,25,0.9153,0
40,0.7364,137421,0.0533,14,0.0112,0.1358,0.2579,0.0272,0.6798,0,0,35,0.0024,1
44,0.7364,98466,0.0264,6,0.3235,0.0339,0.1041,0.8616,0.6798,0,0,35,0.9153,0
23,0.7364,363219,0.2159,10,0.3235,0.004,0.2579,0.8616,0.3202,0,0,6,0.9153,0
34,0.7364,243776,0.3251,9,0.1372,0.1355,0.1041,0.8616,0.6798,0,0,40,0.9153,0
41,0.0664,112763,0.0533,14,0.1372,0.1303,0.1041,0.8616,0.3202,7430,0,36,0.9153,1
22,0.7364,333838,0.2159,10,0.3235,0.1046,0.2579,0.8616,0.6798,0,0,40,0.9153,0
50,0.0874,71609,0.0264,6,0.468,0.1358,0.4152,0.8616,0.6798,0,0,60,0.9153,0
26,0.7364,139098,0.0533,14,0.468,0.1303,0.4152,0.8616,0.6798,5013,0,40,0.9153,0
39,0.7364,179579,0.3251,9,0.3235,0.1355,0.149,0.8616,0.6798,0,0,40,0.9153,0
47,0.7364,161187,0.0135,8,0.1372,0.12,0.1041,0.8616,0.3202,0,0,40,0.9153,0
20,0.7364,228306,0.3251,9,0.3235,0.0322,0.149,0.8616,0.3202,0,0,32,0.9153,0
40,0.7364,200496,0.165,13,0.033,0.1187,0.2579,0.8616,0.6798,0,0,40,0.9153,0
47,0.0319,192894,0.3251,9,0.468,0.0531,0.4152,0.092,0.6798,0,0,50,0.9153,1
30,0.0664,99502,0.0459,11,0.1372,0.0215,0.1041,0.0105,0.3202,0,0,40,0.9153,0
50,0.7364,217577,0.3251,9,0.026,0.066,0.1041,0.8616,0.3202,0,0,40,0.9153,0
63,0.7364,250068,0.0135,8,0.468,0.1187,0.4152,0.8616,0.6798,0,0,40,0.9153,1
27,0.7364,109001,0.2159,10,0.468,0.1355,0.4152,0.8616,0.6798,0,0,49,0.9153,0
22,0.7364,341760,0.165,13,0.3235,0.1358,0.149,0.8616,0.3202,0,0,40,0.9153,0
26,0.7364,121559,0.3251,9,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
41,0.7364,32121,0.3251,9,0.468,0.066,0.4152,0.8616,0.6798,0,0,40,0.9153,1
45,0.0367,107231,0.3251,9,0.468,0.1187,0.4152,0.8616,0.6798,0,0,55,0.9153,0
51,0.0664,250054,0.2159,10,0.026,0.1046,0.1041,0.8616,0.3202,0,0,40,0.9153,0
57,0.7364,161097,0.3251,9,0.1372,0.1187,0.2579,0.8616,0.3202,0,0,26,0.9153,0
49,0.0408,231961,0.0116,16,0.1372,0.1303,0.1041,0.8616,0.6798,0,0,50,0.9153,1
36,0.7364,167440,0.2159,10,0.468,0.066,0.4152,0.8616,0.6798,0,0,44,0.9153,0
48,0.7364,174829,0.0349,12,0.468,0.066,0.4152,0.8616,0.6798,0,0,40,0.9153,0
37,0.0664,189878,0.2159,10,0.468,0.0215,0.4152,0.8616,0.6798,0,0,60,0.9153,0
46,0.7364,28419,0.0175,15,0.468,0.1303,0.4152,0.8616,0.6798,99999,0,50,0.9153,1
24,0.7364,381895,0.0352,7,0.1372,0.066,0.1041,0.8616,0.3202,0,0,40,0.9153,0
71,0.7364,212806,0.3251,9,0.468,0.1187,0.4152,0.8616,0.6798,0,0,36,0.9153,0
50,0.7364,155594,0.0349,12,0.468,0.066,0.4152,0.8616,0.6798,0,0,50,0.9153,1
32,0.7364,127610,0.165,13,0.468,0.1303,0.0468,0.8616,0.3202,0,1902,32,0.9153,1
38,0.7364,130813,0.3251,9,0.1372,0.066,0.027,0.8616,0.3202,0,0,40,0.9153,0
21,0.7364,112137,0.2159,10,0.3235,0.1303,0.027,0.0272,0.3202,0,0,20,0.0021,0
21,0.0664,244074,0.3251,9,0.3235,0.1046,0.2579,0.8616,0.3202,0,0,22,0.9153,0
54,0.7364,204397,0.2159,10,0.468,0.0339,0.4152,0.8616,0.6798,0,0,50,0.9153,0
51,0.0367,338836,0.2159,10,0.468,0.1358,0.4152,0.8616,0.6798,0,0,40,0.9153,1
67,0.7364,176835,0.2159,10,0.1372,0.1358,0.2579,0.8616,0.3202,0,0,40,0.9153,0
29,0.0874,229842,0.3251,9,0.3235,0.0531,0.1041,0.092,0.6798,0,0,45,0.9153,0
29,0.0874,164607,0.0459,11,0.468,0.0339,0.4152,0.8616,0.6798,0,0,50,0.9153,0
50,0.0664,120521,0.2159,10,0.468,0.1358,0.4152,0.0105,0.6798,0,0,50,0.9153,1
55,0.0367,183884,0.3251,9,0.468,0.1358,0.4152,0.8616,0.6798,0,0,50,0.9153,1
28,0.0664,56340,0.0533,14,0.3235,0.1303,0.2579,0.8616,0.3202,0,0,40,0.9153,0
40,0.0874,123306,0.0175,15,0.468,0.1303,0.4152,0.8616,0.6798,0,0,45,0.9153,1
36,0.7364,46756,0.2159,10,0.3235,0.1355,0.2579,0.8616,0.6798,0,0,50,0.9153,0
25,0.7364,393456,0.3251,9,0.3235,0.066,0.1041,0.092,0.3202,0,0,40,0.9153,0
67,0.0874,217892,0.0116,16,0.468,0.1303,0.4152,0.8616,0.6798,10605,0,35,0.9153,1
37,0.0874,48063,0.165,13,0.468,0.1303,0.4152,0.8616,0.6798,0,0,55,0.9153,1
39,0.0664,473547,0.0264,6,0.1372,0.0441,0.149,0.092,0.6798,0,0,40,0.9153,0
51,0.0408,88020,0.165,13,0.468,0.1303,0.4152,0.092,0.6798,0,0,40,0.9153,0
32,0.7364,191777,0.0533,14,0.3235,0.12,0.2579,0.092,0.3202,0,0,40,0.9153,0
42,0.0367,23813,0.2159,10,0.468,0.1303,0.4152,0.0105,0.6798,2885,0,30,0.9153,0
67,0.0874,226092,0.2159,10,0.468,0.0339,0.4152,0.8616,0.6798,0,0,44,0.9153,0
20,0.7364,184045,0.2159,10,0.3235,0.1187,0.1041,0.092,0.3202,0,0,30,0.9153,0
28,0.7364,231197,0.0264,6,0.0112,0.1355,0.1041,0.8616,0.6798,0,0,40,0.0219,0
24,0.7364,388093,0.165,13,0.3235,0.1358,0.2579,0.092,0.6798,0,0,40,0.9153,0
47,0.0664,358668,0.165,13,0.1372,0.1303,0.2579,0.8616,0.6798,0,0,48,0.9153,0
60,0.7364,225014,0.3251,9,0.1372,0.1046,0.2579,0.8616,0.3202,0,0,40,0.9153,0
37,0.0408,28887,0.3251,9,0.468,0.066,0.4152,0.8616,0.6798,0,0,40,0.9153,1
23,0.0664,162551,0.165,13,0.3235,0.1303,0.149,0.0272,0.3202,0,0,35,0.0028,0
33,0.7364,113364,0.3251,9,0.1372,0.12,0.149,0.8616,0.6798,0,0,40,0.9153,0
60,0.0319,55621,0.0349,12,0.468,0.1046,0.4152,0.092,0.6798,0,0,40,0.9153,0
64,0.7364,108054,0.3251,9,0.026,0.0531,0.2579,0.8616,0.6798,0,0,22,0.9153,0
36,0.7364,258102,0.3251,9,0.3235,0.0441,0.2579,0.8616,0.6798,0,0,40,0.9153,0
20,0.7364,122971,0.2159,10,0.3235,0.1187,0.149,0.8616,0.6798,0,0,35,0.9153,0
40,0.0408,285000,0.165,13,0.1372,0.12,0.1041,0.092,0.3202,0,0,40,0.9153,0
48,0.7364,182862,0.2159,10,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,1
27,0.0319,276776,0.2159,10,0.468,0.0322,0.4152,0.8616,0.6798,0,0,40,0.9153,1
32,0.7364,372692,0.3251,9,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
32,0.7364,440129,0.2159,10,0.468,0.0441,0.4152,0.8616,0.6798,0,0,38,0.0219,0
50,0.7364,283281,0.0208,4,0.468,0.066,0.4152,0.092,0.6798,0,0,40,0.9153,0
31,0.7364,99844,0.3251,9,0.3235,0.1355,0.2579,0.0105,0.6798,0,0,45,0.9153,0
38,0.7364,160086,0.165,13,0.3235,0.1303,0.2579,0.8616,0.3202,0,0,32,0.9153,0
30,0.7364,56004,0.2159,10,0.3235,0.1358,0.149,0.092,0.3202,0,0,40,0.9153,0
73,0.0874,110787,0.0116,16,0.468,0.1358,0.4152,0.8616,0.6798,1409,0,2,0.9153,0
31,0.7364,193231,0.165,13,0.3235,0.0322,0.2579,0.8616,0.6798,3325,0,60,0.9153,0
21,0.7364,55465,0.0349,12,0.3235,0.1046,0.027,0.8616,0.6798,0,0,15,0.9153,0
26,0.7364,488459,0.2159,10,0.3235,0.1358,0.2579,0.8616,0.3202,0,0,40,0.9153,0
58,0.7364,97541,0.0533,14,0.468,0.1358,0.4152,0.8616,0.6798,0,0,46,0.9153,1
62,0.7364,115387,0.3251,9,0.3235,0.0441,0.027,0.092,0.3202,0,0,40,0.9153,0
41,0.7364,46870,0.2159,10,0.1372,0.1358,0.2579,0.8616,0.3202,0,0,40,0.9153,0
34,0.0664,209213,0.165,13,0.3235,0.1303,0.027,0.092,0.6798,0,0,15,0.9153,0
31,0.7364,209101,0.0175,15,0.468,0.1303,0.4152,0.8616,0.6798,0,0,25,0.9153,1
24,0.7364,604537,0.3251,9,0.3235,0.0531,0.1041,0.8616,0.6798,0,0,40,0.0219,0
31,0.0367,136402,0.0349,12,0.468,0.1187,0.4152,0.8616,0.6798,0,0,40,0.9153,0
42,0.7364,145175,0.2159,10,0.468,0.066,0.4152,0.8616,0.6798,0,0,40,0.9153,0
59,0.7364,348430,0.165,13,0.468,0.1303,0.4152,0.8616,0.6798,0,1902,43,0.9153,1
57,0.7364,220986,0.3251,9,0.468,0.1187,0.4152,0.8616,0.6798,0,0,40,0.9153,1
47,0.0664,33114,0.0352,7,0.1372,0.0441,0.1041,0.0105,0.6798,0,0,50,0.9153,0
57,0.7364,190942,0.0063,2,0.026,0.004,0.2579,0.092,0.3202,0,0,30,0.9153,0
21,0.7364,349041,0.3251,9,0.3235,0.0441,0.2579,0.8616,0.6798,0,0,40,0.9153,0
57,0.7364,173580,0.2159,10,0.026,0.066,0.1041,0.8616,0.3202,0,0,40,0.9153,0
46,0.7364,34377,0.0349,12,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,1
36,0.7364,250238,0.0063,2,0.3235,0.1046,0.027,0.0087,0.3202,0,0,40,0.0031,0
67,0.7364,169435,0.0155,5,0.468,0.0531,0.4152,0.8616,0.6798,0,0,40,0.9153,0
42,0.7364,167650,0.2159,10,0.468,0.066,0.4152,0.8616,0.6798,0,0,35,0.9153,0
35,0.7364,202027,0.165,13,0.1372,0.1358,0.2579,0.8616,0.6798,27828,0,50,0.9153,1
31,0.7364,120461,0.2159,10,0.3235,0.1187,0.149,0.8616,0.3202,0,0,40,0.9153,0
47,0.0367,193960,0.2159,10,0.468,0.1187,0.4152,0.8616,0.6798,7298,0,45,0.9153,1
46,0.7364,99086,0.2159,10,0.468,0.12,0.0468,0.8616,0.3202,0,0,40,0.9153,1
45,0.7364,178319,0.165,13,0.468,0.066,0.4152,0.8616,0.6798,0,0,40,0.9153,1
70,0.0874,347910,0.2159,10,0.468,0.1358,0.4152,0.8616,0.6798,0,0,35,0.9153,0
57,0.7364,182062,0.0264,6,0.468,0.1046,0.4152,0.8616,0.6798,0,0,40,0.9153,0
70,0.7364,282642,0.3251,9,0.468,0.0441,0.4152,0.8616,0.6798,0,2174,40,0.9153,1
36,0.0319,218542,0.0349,12,0.468,0.12,0.0468,0.8616,0.3202,0,0,40,0.9153,1
27,0.7364,192283,0.0459,11,0.3235,0.0441,0.149,0.8616,0.3202,0,0,38,0.9153,0
46,0.7364,346978,0.165,13,0.1372,0.1303,0.1041,0.8616,0.3202,0,0,40,0.9153,0
33,0.7364,169496,0.165,13,0.468,0.1358,0.4152,0.8616,0.6798,0,0,50,0.9153,1
43,0.7364,243476,0.3251,9,0.1372,0.0322,0.2579,0.8616,0.3202,0,0,40,0.9153,0
65,0.7364,274637,0.0155,5,0.468,0.0215,0.4152,0.8616,0.6798,0,0,16,0.9153,0
28,0.7364,158737,0.0135,8,0.468,0.066,0.027,0.0087,0.6798,0,0,40,0.0012,0
31,0.0408,124020,0.0349,12,0.468,0.0322,0.4152,0.8616,0.6798,0,0,40,0.9153,1
44,0.0367,181762,0.2159,10,0.468,0.1358,0.4152,0.8616,0.6798,0,0,50,0.9153,0
68,0.7364,107910,0.3251,9,0.3235,0.1187,0.2579,0.8616,0.3202,0,0,40,0.9153,0
34,0.7364,345360,0.165,13,0.468,0.0322,0.4152,0.8616,0.6798,0,0,40,0.0026,0
52,0.7364,292110,0.0114,3,0.3235,0.0441,0.2579,0.8616,0.3202,0,0,40,0.9153,0
32,0.7364,129020,0.3251,9,0.468,0.1358,0.4152,0.8616,0.6798,0,0,40,0.9153,0
54,0.0664,68015,0.0533,14,0.468,0.1303,0.4152,0.8616,0.6798,0,0,45,0.9153,1
78,0.0367,212660,0.0352,7,0.468,0.1358,0.4152,0.8616,0.6798,0,0,10,0.9153,0
41,0.7364,223763,0.3251,9,0.1372,0.1355,0.2579,0.8616,0.6798,0,0,40,0.9153,0
36,0.7364,195565,0.165,13,0.1372,0.1358,0.1041,0.8616,0.3202,0,0,40,0.9153,0
41,0.7364,67065,0.0459,11,0.468,0.1187,0.4152,0.8616,0.6798,0,0,40,0.9153,0
59,0.7364,279636,0.3251,9,0.3235,0.12,0.2579,0.8616,0.6798,0,0,50,0.0017,0
35,0.7364,150217,0.165,13,0.468,0.1046,0.0468,0.8616,0.3202,0,0,24,0.0014,0
20,0.7364,235442,0.2159,10,0.3235,0.1046,0.2579,0.8616,0.6798,0,0,35,0.9153,0
40,0.0664,319271,0.0533,14,0.468,0.1358,0.4152,0.8616,0.6798,0,0,60,0.9153,1
48,0.7364,300168,0.0135,8,0.033,0.12,0.149,0.092,0.3202,0,0,40,0.9153,0
51,0.0408,68684,0.0208,4,0.468,0.0531,0.4152,0.8616,0.6798,0,0,40,0.9153,0
21,0.7364,200973,0.2159,10,0.3235,0.1187,0.149,0.8616,0.3202,0,0,20,0.9153,0
50,0.7364,33931,0.3251,9,0.1372,0.1355,0.2579,0.8616,0.6798,0,0,40,0.9153,0
19,0.7364,298435,0.2159,10,0.3235,0.12,0.149,0.8616,0.3202,0,2001,40,0.0034,0
27,0.7364,178778,0.165,13,0.3235,0.1187,0.2579,0.8616,0.6798,0,0,80,0.9153,1
33,0.7364,75167,0.3251,9,0.468,0.0531,0.4152,0.8616,0.6798,0,0,55,0.9153,0
29,0.0408,309620,0.0533,14,0.468,0.1303,0.4152,0.0272,0.6798,0,0,20,0.001,0
34,0.0874,48935,0.2159,10,0.468,0.0339,0.0468,0.8616,0.3202,0,0,30,0.9153,0
19,0.7364,108147,0.2159,10,0.3235,0.12,0.149,0.8616,0.3202,0,0,15,0.9153,0
18,0.7364,469921,0.2159,10,0.3235,0.1303,0.149,0.8616,0.3202,0,0,40,0.9153,0
38,0.0874,89202,0.2159,10,0.1372,0.1355,0.2579,0.8616,0.6798,0,0,40,0.9153,0
25,0.7364,190107,0.165,13,0.3235,0.1303,0.2579,0.8616,0.6798,0,0,35,0.9153,0
46,0.7364,72896,0.0349,12,0.468,0.1355,0.4152,0.8616,0.6798,0,0,45,0.9153,0
50,0.7364,189811,0.165,13,0.468,0.1358,0.4152,0.8616,0.6798,0,0,40,0.9153,1
38,0.7364,96185,0.3251,9,0.1372,0.1046,0.1041,0.092,0.3202,0,0,32,0.9153,0
18,0.7364,185522,0.3251,9,0.3235,0.1187,0.149,0.8616,0.3202,0,0,33,0.9153,0
46,0.0408,76075,0.0459,11,0.1372,0.12,0.149,0.8616,0.3202,0,0,20,0.9153,0
43,0.7364,343121,0.2159,10,0.1372,0.1046,0.2579,0.8616,0.3202,0,0,30,0.9153,0
45,0.7364,213140,0.0533,14,0.468,0.1303,0.4152,0.8616,0.6798,0,1977,52,0.9153,1
17,0.7364,183066,0.0264,6,0.3235,0.1046,0.149,0.8616,0.3202,0,0,25,0.9153,0
64,0.7364,278515,0.3251,9,0.1372,0.12,0.1041,0.092,0.3202,0,0,40,0.9153,0
39,0.0874,65716,0.0349,12,0.468,0.12,0.0468,0.8616,0.3202,0,0,40,0.9153,1
40,0.7364,27821,0.0459,11,0.468,0.0531,0.4152,0.8616,0.6798,2829,0,40,0.9153,0
18,0.7364,274057,0.0352,7,0.3235,0.1046,0.149,0.092,0.6798,0,0,8,0.9153,0
42,0.7364,303155,0.0349,12,0.1372,0.12,0.2579,0.8616,0.6798,0,0,40,0.9153,0
54,0.7364,171924,0.3251,9,0.468,0.0531,0.4152,0.8616,0.6798,0,0,70,0.9153,0
22,0.7364,163870,0.3251,9,0.3235,0.066,0.149,0.8616,0.6798,0,0,40,0.9153,0
25,0.7364,255004,0.2159,10,0.3235,0.1187,0.149,0.8616,0.6798,0,0,30,0.9153,0
34,0.7364,205072,0.3251,9,0.3235,0.1187,0.2579,0.8616,0.6798,0,0,50,0.9153,0
20,0.7364,284737,0.2159,10,0.3235,0.1046,0.149,0.8616,0.6798,0,0,20,0.9153,0
53,0.7364,194791,0.3251,9,0.468,0.0339,0.4152,0.8616,0.6798,0,0,45,0.9153,0
23,0.7364,236769,0.2159,10,0.3235,0.0441,0.149,0.8616,0.6798,0,0,40,0.9153,0
23,0.7364,107882,0.165,13,0.3235,0.1358,0.2579,0.8616,0.3202,0,0,40,0.9153,0
37,0.7364,272950,0.3251,9,0.468,0.1358,0.4152,0.8616,0.6798,0,0,40,0.9153,0
35,0.7364,115792,0.165,13,0.468,0.1303,0.4152,0.8616,0.6798,0,0,55,0.9153,0
21,0.7364,213015,0.3251,9,0.3235,0.0441,0.027,0.092,0.6798,2176,0,40,0.9153,0
61,0.7364,167138,0.3251,9,0.1372,0.1358,0.2579,0.8616,0.3202,0,0,40,0.9153,0
57,0.7364,238017,0.3251,9,0.026,0.0322,0.2579,0.092,0.3202,0,0,54,0.9153,0
47,0.7364,165517,0.0533,14,0.468,0.1303,0.0468,0.8616,0.3202,0,0,40,0.9153,1
31,0.7364,288825,0.3251,9,0.468,0.0441,0.4152,0.8616,0.6798,5013,0,40,0.9153,0
50,0.7364,178251,0.0533,14,0.468,0.12,0.0468,0.8616,0.3202,0,0,40,0.9153,1
20,0.7364,194102,0.2159,10,0.3235,0.1303,0.027,0.8616,0.6798,0,0,12,0.9153,0
45,0.0874,271828,0.165,13,0.468,0.1355,0.4152,0.8616,0.6798,0,0,20,0.9153,0
55,0.7364,163083,0.0533,14,0.468,0.1303,0.4152,0.8616,0.6798,0,0,40,0.9153,1
